lat1,lon1,lat2,lon2,user,timestamp,uuid
16.5522303979,-88.6974348128,16.5521365542,-88.6973288655,Fisher_Natalie,2017-01-26 19:22:52.358372+00:00,e598e040-96da-40de-92c3-951ca2e9c00a
16.5521789767,-88.6983065307,16.5521082725,-88.6982233822,Fisher_Natalie,2017-01-26 19:22:52.626351+00:00,88481b42-108a-4f93-b4ef-aba8652de01d
16.5518961599,-88.6982207000,16.5518460241,-88.6981509626,Fisher_Natalie,2017-01-26 19:22:52.795458+00:00,323a830a-1e55-45e7-a45e-9421afedf01a
16.5520028590,-88.6980772018,16.5519244416,-88.6979900301,Fisher_Natalie,2017-01-26 19:22:52.034977+00:00,84310048-c749-4161-beef-abb85c08c82c
16.5521057014,-88.6982448399,16.5520414249,-88.6981804669,Fisher_Natalie,2017-01-26 19:22:52.798643+00:00,06507fe5-e373-4d7f-8cab-ffa05b7198e3
16.5526353393,-88.6983212829,16.5525517800,-88.6981965601,Fisher_Natalie,2017-01-26 19:22:53.388769+00:00,ecff7bf2-4ec3-4803-8168-5a1e02a687ab
16.5524386536,-88.6975809932,16.5523589508,-88.6974924803,Fisher_Natalie,2017-01-26 19:22:52.038607+00:00,0d84b32c-c971-424f-b71a-d4497775ec1a
16.5520877040,-88.6980490386,16.5519964313,-88.6979739368,Fisher_Natalie,2017-01-26 19:22:53.396757+00:00,68cad9f6-3410-434c-8fdf-4b5ebe717262
16.5521609793,-88.6975233257,16.5520812764,-88.6974482238,Fisher_Natalie,2017-01-26 19:22:53.910246+00:00,b0ae7eb6-8be8-4df6-89f9-cf29bc292faf
16.5525787761,-88.6982287467,16.5524939313,-88.6981295049,Fisher_Natalie,2017-01-26 19:22:54.134477+00:00,82e0a2b8-3496-4274-a690-fe51cb6fba78
16.5545134851,-88.6947163939,16.5544402108,-88.6946573853,Fisher_Natalie,2017-01-26 19:34:53.086337+00:00,069a6db0-9350-49aa-af42-646fe75e906a
16.5541689669,-88.6948035657,16.5540751242,-88.6947083473,Fisher_Natalie,2017-01-26 19:34:53.289747+00:00,dc61c77d-a7dc-4f7b-bf64-7694b2604ff3
16.5546047566,-88.6943113804,16.5545301968,-88.6942443252,Fisher_Natalie,2017-01-26 19:34:53.297893+00:00,4fe8560b-1291-41b3-a80a-130741d019b3
16.5541612538,-88.6944092810,16.5541111187,-88.6943341792,Fisher_Natalie,2017-01-26 19:34:53.569180+00:00,433aff12-1e8b-4979-bf7e-fbacdcf47fd1
16.5541908207,-88.6942939460,16.5541136897,-88.6942054331,Fisher_Natalie,2017-01-26 19:34:53.781082+00:00,5ed56cdf-ed19-4891-bfe7-521449e0d731
